model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,brand
 Karoq,2018,17995,Manual,12670,Petrol,145.0,52.3,1.5,Skoda
 Superb,2016,13000,Automatic,60294,Diesel,30.0,61.4,2.0,Skoda
 Touran,2018,20500,Automatic,7237,Diesel,145.0,49.6,1.6,VW
 Yaris,2017,10471,Automatic,34408,Petrol,30.0,58.0,1.3,toyota
 Prius,2017,17995,Automatic,23056,Hybrid,0.0,94.1,1.8,toyota
 I30,2017,9499,Manual,34817,Diesel,145.0,74.3,1.6,Hyundi
 1 Series,2019,33150,Semi-Auto,4902,Diesel,145.0,51.4,2.0,BMW
 Focus,2014,12399,Manual,30388,Petrol,235.0,39.2,2.0,Ford
 Passat,2016,15995,Manual,33979,Diesel,20.0,67.3,2.0,VW
 Auris,2015,12799,Automatic,26622,Hybrid,0.0,72.4,1.8,toyota
 X4,2017,24999,Automatic,35351,Diesel,200.0,47.1,3.0,BMW
 1 Series,2018,19950,Semi-Auto,9271,Petrol,145.0,47.9,2.0,BMW
 Touran,2018,15798,Manual,17882,Diesel,145.0,51.4,1.6,VW
 Up,2019,10290,Manual,5000,Petrol,145.0,54.3,1.0,VW
 Fabia,2019,10295,Manual,7773,Petrol,145.0,57.7,1.0,Skoda
 I30,2018,10349,Manual,13164,Petrol,150.0,57.7,1.0,Hyundi
 A1,2019,18750,Manual,4500,Petrol,145.0,48.7,1.0,Audi
 Focus,2016,10498,Manual,16192,Diesel,0.0,74.3,1.5,Ford
 C Class,2016,22495,Semi-Auto,25399,Diesel,20.0,68.9,2.1,Merc
 T-Roc,2018,23450,Semi-Auto,6542,Petrol,150.0,51.4,1.5,VW
 Crossland X,2020,18995,Manual,1000,Petrol,150.0,47.9,1.2,Vauxhall
 Fiesta,2018,12977,Manual,6842,Petrol,145.0,58.9,1.0,Ford
 Q3,2019,24990,Manual,6000,Petrol,145.0,40.9,1.5,Audi
 Focus,2019,18299,Manual,4287,Diesel,145.0,62.8,1.5,Ford
 A3,2019,19850,Manual,2975,Diesel,145.0,52.3,1.6,Audi
 C Class,2019,20980,Semi-Auto,13253,Diesel,145.0,61.4,2.0,Merc
 A3,2017,14000,Manual,34668,Diesel,150.0,68.9,1.6,Audi
 Polo,2016,8998,Manual,33401,Petrol,20.0,60.1,1.2,VW
 C-MAX,2019,14970,Manual,1534,Petrol,150.0,48.7,1.0,Ford
 Touran,2016,15998,Semi-Auto,20953,Diesel,30.0,65.7,1.6,VW
 1 Series,2018,14800,Manual,22961,Petrol,145.0,37.2,1.5,BMW
 C Class,2017,18970,Automatic,19858,Diesel,145.0,64.2,1.6,Merc
 A Class,2017,14990,Manual,12500,Petrol,150.0,51.4,1.6,Merc
 Yaris,2015,8200,Manual,17305,Petrol,30.0,58.0,1.3,toyota
 X2,2019,29770,Automatic,123,Diesel,145.0,48.7,2.0,BMW
 Insignia,2019,14698,Manual,17143,Petrol,150.0,50.4,1.5,Vauxhall
 I10,2014,4795,Manual,44047,Petrol,20.0,60.1,1.0,Hyundi
 3 Series,2019,31275,Semi-Auto,5494,Petrol,145.0,41.5,2.0,BMW
 Focus,2019,16040,Manual,13737,Petrol,145.0,54.3,1.0,Focus
 Q3,2017,18500,Manual,9203,Petrol,150.0,51.4,1.4,Audi
 5 Series,2012,9990,Automatic,48417,Diesel,125.0,60.1,2.0,BMW
 A3,2016,24990,Semi-Auto,31128,Petrol,165.0,43.5,2.0,Audi
 C-MAX,2017,11499,Manual,19394,Petrol,30.0,55.4,1.0,Ford
 CL Class,2017,20370,Automatic,17050,Diesel,145.0,67.3,2.1,Merc
 Focus,2017,11200,Manual,14341,Diesel,0.0,74.3,1.5,Ford
 Superb,2019,20995,Manual,5378,Diesel,145.0,65.7,2.0,Skoda
 GLE Class,2020,56995,Semi-Auto,4254,Diesel,145.0,32.5,2.9,Merc
 Focus,2018,11450,Manual,7680,Petrol,145.0,54.3,1.0,Focus
 T-Roc,2020,27995,Semi-Auto,375,Petrol,145.0,39.8,1.5,VW
 A3,2020,35995,Semi-Auto,314,Petrol,150.0,34.9,2.0,Audi
 Octavia,2017,11995,Semi-Auto,22965,Petrol,145.0,57.7,1.4,Skoda
 B Class,2020,33298,Automatic,20,Diesel,145.0,55.4,2.0,Merc
 E Class,2017,18000,Automatic,40953,Diesel,30.0,65.7,2.0,Merc
 Yaris,2019,13999,Manual,1115,Petrol,145.0,47.9,1.5,toyota
 A4,2016,15600,Manual,19825,Diesel,20.0,70.6,2.0,Audi
 Q2,2019,18950,Manual,5000,Diesel,145.0,49.6,1.6,Audi
 Fiesta,2018,12299,Manual,29200,Petrol,150.0,65.7,1.0,Ford
 Golf,2018,21686,Semi-Auto,24353,Hybrid,135.0,156.9,1.4,VW
 C Class,2017,16700,Automatic,32912,Diesel,145.0,54.3,2.1,cclass
 Q5,2014,23900,Automatic,46987,Diesel,260.0,41.5,3.0,Audi
 C Class,2019,33199,Automatic,3268,Petrol,145.0,54.3,2.0,cclass
 GLE Class,2019,52779,Semi-Auto,1000,Diesel,145.0,32.8,3.0,Merc
 B Class,2019,21880,Manual,2544,Petrol,145.0,44.8,1.3,Merc
 C Class,2019,28995,Automatic,4505,Diesel,145.0,54.3,2.0,cclass
 Polo,2016,10795,Manual,28029,Petrol,0.0,65.7,1.0,VW
 Focus,2017,12270,Manual,18866,Petrol,145.0,54.3,1.0,Focus
 Aygo,2017,6295,Manual,16104,Petrol,145.0,69.0,1.0,toyota
 Corsa,2019,9990,Manual,1821,Petrol,145.0,43.5,1.4,Vauxhall
 2 Series,2019,24500,Manual,2631,Diesel,145.0,55.4,2.0,BMW
 Focus,2017,11649,Manual,23765,Diesel,145.0,54.3,1.5,Focus
 Yaris,2016,11401,Automatic,20674,Hybrid,0.0,86.0,1.5,toyota
 Polo,2016,9742,Manual,18600,Petrol,20.0,60.1,1.2,VW
 T-Roc,2018,16799,Manual,16817,Petrol,145.0,55.4,1.0,VW
 X3,2020,35995,Semi-Auto,4373,Diesel,145.0,54.3,2.0,BMW
 X6,2013,17999,Automatic,44176,Diesel,300.0,37.7,3.0,BMW
 Astra,2017,10298,Manual,22669,Petrol,150.0,51.4,1.4,Vauxhall
 Golf,2019,22250,Manual,5000,Diesel,145.0,62.8,2.0,VW
 Z4,2016,17732,Semi-Auto,16761,Petrol,200.0,41.5,2.0,BMW
 Scirocco,2017,16998,Manual,13464,Diesel,20.0,67.3,2.0,VW
 5 Series,2017,28735,Semi-Auto,21638,Diesel,150.0,53.3,3.0,BMW
 GLA Class,2016,17495,Semi-Auto,44499,Diesel,125.0,56.5,2.1,Merc
 Corsa,2018,7995,Manual,13149,Petrol,150.0,54.3,1.4,Vauxhall
 Mondeo,2012,3499,Manual,124000,Diesel,30.0,65.7,1.6,Ford
 Kodiaq,2017,22995,Automatic,13541,Diesel,150.0,49.6,2.0,Skoda
 Golf,2019,18781,Manual,5724,Petrol,145.0,50.4,1.5,VW
 2 Series,2020,28490,Semi-Auto,5,Petrol,145.0,50.4,2.0,BMW
 1 Series,2019,21490,Semi-Auto,7801,Petrol,145.0,47.9,2.0,BMW
 I20,2019,10485,Manual,11166,Petrol,145.0,46.3,1.2,Hyundi
 Focus,2019,15370,Manual,6736,Petrol,145.0,54.3,1.0,Focus
 M4,2020,48000,Semi-Auto,30,Petrol,145.0,34.0,3.0,BMW
 Yaris,2017,9690,Manual,26176,Petrol,150.0,58.9,1.5,toyota
 Corsa,2016,6071,Manual,48698,Petrol,30.0,55.4,1.4,Vauxhall
 S-MAX,2017,21000,Automatic,16000,Petrol,260.0,35.8,2.0,Ford
 GLC Class,2019,34945,Semi-Auto,6420,Diesel,145.0,56.5,2.1,Merc
 Aygo,2019,9510,Manual,1157,Petrol,145.0,57.7,1.0,toyota
 Astra,2016,6899,Manual,66267,Diesel,0.0,78.5,1.6,Vauxhall
 Corsa,2014,4998,Manual,36801,Petrol,125.0,51.4,1.4,Vauxhall
 Tiguan,2020,31799,Semi-Auto,1000,Diesel,145.0,45.6,2.0,VW
 C Class,2017,18998,Semi-Auto,26866,Diesel,30.0,64.2,2.1,Merc
 Focus,2015,8499,Manual,70232,Diesel,145.0,54.3,1.5,Focus
 Fiesta,2017,10350,Semi-Auto,12443,Petrol,0.0,57.7,1.0,Ford
 Fabia,2017,10400,Manual,8000,Petrol,150.0,64.2,1.0,Skoda
 1 Series,2017,14991,Manual,20847,Petrol,145.0,52.3,1.5,BMW
 C Class,2019,24998,Semi-Auto,16103,Petrol,145.0,54.3,1.5,cclass
 CLS Class,2017,23980,Semi-Auto,26747,Diesel,145.0,51.4,3.0,Merc
 Kuga,2017,16640,Semi-Auto,22001,Diesel,145.0,54.3,2.0,Ford
 A Class,2013,8975,Manual,60000,Diesel,20.0,72.4,1.5,Merc
 Polo,2017,10177,Manual,17580,Petrol,145.0,60.1,1.2,VW
 Fiesta,2015,7678,Manual,16023,Petrol,125.0,54.3,1.2,Ford
 Fiesta,2019,13998,Manual,13024,Petrol,145.0,58.9,1.0,Ford
 5 Series,2019,31490,Semi-Auto,2019,Petrol,150.0,48.7,2.0,BMW
 Astra,2019,12999,Manual,18478,Petrol,145.0,45.6,1.6,Vauxhall
 Insignia,2013,4950,Manual,58942,Petrol,235.0,39.2,1.8,Vauxhall
 Focus,2017,10498,Manual,49485,Diesel,0.0,74.3,1.5,Ford
 B Class,2020,27490,Automatic,2563,Diesel,145.0,55.4,2.0,Merc
 EcoSport,2016,9000,Manual,39000,Petrol,125.0,53.3,1.0,Ford
 Q7,2020,71450,Semi-Auto,5000,Diesel,145.0,30.1,4.0,Audi
 A1,2019,22990,Automatic,1587,Petrol,145.0,40.9,2.0,Audi
 2 Series,2019,21796,Automatic,11189,Diesel,145.0,67.3,2.0,BMW
 Yaris,2017,8498,Manual,16527,Petrol,30.0,58.0,1.3,toyota
 TT,2017,27000,Automatic,27607,Petrol,200.0,40.9,0.0,Audi
 3 Series,2015,11970,Semi-Auto,44533,Diesel,20.0,68.9,2.0,BMW
 A1,2015,13499,Manual,33769,Petrol,30.0,55.4,1.4,Audi
 Mokka,2014,6995,Manual,49535,Diesel,30.0,62.8,1.7,Vauxhall
 E Class,2019,62500,Automatic,3200,Petrol,145.0,30.1,4.0,Merc
 Focus,2018,13999,Semi-Auto,3407,Petrol,145.0,51.4,1.0,Ford
 4 Series,2014,14950,Automatic,27000,Petrol,160.0,46.3,2.0,BMW
 Golf,2017,10490,Manual,43284,Diesel,0.0,74.3,1.6,VW
 Focus,2017,10000,Manual,22000,Diesel,0.0,74.3,1.5,Ford
 A6,2017,19995,Semi-Auto,52822,Diesel,145.0,64.2,2.0,Audi
 Golf,2019,17086,Semi-Auto,14624,Petrol,145.0,45.6,1.0,VW
 SLK,2015,16480,Semi-Auto,27877,Diesel,30.0,70.6,2.0,Merc
 Q3,2017,17499,Automatic,34692,Petrol,145.0,47.9,1.4,Audi
 Golf,2016,18998,Manual,25782,Petrol,200.0,39.8,2.0,VW
 Q3,2019,34922,Semi-Auto,7728,Diesel,145.0,45.6,2.0,Audi
 Yaris,2015,12600,Automatic,10788,Hybrid,0.0,78.0,1.5,toyota
 5 Series,2019,37999,Semi-Auto,3709,Diesel,145.0,51.4,3.0,BMW
 Kuga,2019,21378,Manual,3259,Diesel,145.0,39.2,2.0,Ford
 Kuga,2018,15991,Manual,13701,Diesel,145.0,64.2,1.5,Ford
 Tiguan,2020,38990,Semi-Auto,1483,Diesel,145.0,39.2,2.0,VW
 I20,2019,11430,Manual,3279,Petrol,145.0,46.3,1.2,Hyundi
 C-HR,2019,22498,Automatic,14893,Hybrid,135.0,74.3,1.8,toyota
 Polo,2017,9995,Manual,26772,Petrol,145.0,60.1,1.2,VW
 Fabia,2016,7288,Manual,32051,Petrol,20.0,60.1,1.2,Skoda
 B Class,2019,24616,Automatic,3710,Diesel,145.0,55.4,2.0,Merc
 Astra,2017,8999,Manual,20157,Petrol,150.0,62.8,1.0,Vauxhall
 Fiesta,2018,10500,Manual,18266,Petrol,150.0,65.7,1.0,Ford
 Focus,2016,11595,Manual,17666,Diesel,0.0,74.3,1.5,Ford
 Crossland X,2018,12691,Manual,7236,Petrol,145.0,58.9,1.2,Vauxhall
 Touran,2017,19290,Semi-Auto,10604,Diesel,145.0,65.7,1.6,VW
 Mokka X,2019,14399,Manual,9320,Petrol,145.0,39.2,1.4,Vauxhall
 Focus,2016,10699,Automatic,26796,Petrol,125.0,51.4,1.0,Ford
 Corolla,2019,21494,Automatic,7792,Hybrid,135.0,78.5,1.8,toyota
 E Class,2020,65995,Semi-Auto,200,Petrol,145.0,31.7,3.0,Merc
 3 Series,2019,34989,Semi-Auto,6000,Diesel,145.0,49.6,2.0,BMW
 EcoSport,2019,17250,Manual,5465,Petrol,145.0,51.4,1.0,Ford
 Q2,2019,26995,Semi-Auto,6070,Petrol,145.0,40.9,1.5,Audi
 GLC Class,2019,31500,Semi-Auto,9327,Diesel,145.0,44.8,2.0,Merc
 Golf,2017,15372,Semi-Auto,14209,Petrol,145.0,55.4,1.4,VW
 Golf,2019,15459,Manual,10130,Petrol,145.0,49.6,1.0,VW
 C-MAX,2016,7991,Manual,50550,Petrol,165.0,44.1,1.6,Ford
 Insignia,2019,17298,Manual,12928,Diesel,145.0,53.3,2.0,Vauxhall
 Mokka X,2017,10999,Manual,31219,Diesel,150.0,65.7,1.6,Vauxhall
 Meriva,2016,7850,Manual,23106,Petrol,145.0,47.9,1.4,Vauxhall
 Polo,2016,10290,Manual,13871,Petrol,20.0,58.9,1.0,VW
 Fiesta,2018,9800,Manual,11468,Petrol,145.0,64.2,1.1,Ford
 EcoSport,2020,19499,Manual,1083,Petrol,145.0,52.3,1.0,Ford
 GLA Class,2020,27681,Semi-Auto,4000,Petrol,145.0,37.2,1.6,Merc
 Fiesta,2018,10499,Manual,11143,Petrol,145.0,65.7,1.0,Ford
 Fiesta,2018,10799,Manual,28297,Petrol,145.0,62.8,1.0,Ford
 Polo,2017,9790,Manual,37000,Petrol,20.0,60.1,1.2,VW
 Astra,2013,5500,Manual,66000,Diesel,30.0,62.8,2.0,Vauxhall
 EcoSport,2017,10333,Manual,14219,Petrol,145.0,52.3,1.0,Ford
 3 Series,2015,14100,Automatic,62139,Petrol,200.0,41.5,2.0,BMW
 Focus,2017,10680,Manual,13219,Petrol,145.0,61.4,1.0,Ford
 Polo,2017,10495,Manual,30422,Petrol,145.0,60.1,1.2,VW
 Kuga,2017,14999,Manual,17651,Diesel,125.0,60.1,2.0,Ford
 T-Cross,2019,22990,Automatic,3467,Petrol,150.0,45.6,1.0,VW
 Tiguan,2014,11990,Manual,48147,Petrol,200.0,42.2,1.4,VW
 Meriva,2015,6990,Manual,24578,Petrol,145.0,47.1,1.4,Vauxhall
 Tucson,2017,13995,Manual,25117,Diesel,30.0,61.7,1.7,Hyundi
 Prius,2019,24060,Automatic,7677,Hybrid,135.0,62.8,1.8,toyota
 Astra,2019,12698,Manual,10114,Petrol,145.0,51.4,1.4,Vauxhall
 A Class,2020,25879,Semi-Auto,1000,Petrol,145.0,53.3,1.3,Merc
 Tiguan Allspace,2019,32493,Automatic,6644,Petrol,145.0,30.7,2.0,VW
 EcoSport,2014,8500,Manual,19671,Petrol,125.0,53.3,1.0,Ford
 Ka+,2018,7542,Manual,9880,Petrol,145.0,57.7,1.2,Ford
 E Class,2019,28000,Semi-Auto,14665,Diesel,150.0,65.7,2.0,Merc
 5 Series,2019,27440,Semi-Auto,5682,Diesel,145.0,62.8,2.0,BMW
 A1,2015,10250,Manual,22319,Petrol,0.0,67.3,1.0,Audi
 Astra,2017,12450,Manual,8179,Petrol,150.0,50.4,1.4,Vauxhall
 Astra,2015,7799,Manual,28604,Diesel,30.0,62.8,2.0,Vauxhall
 1 Series,2019,20950,Automatic,5573,Diesel,145.0,65.7,2.0,BMW
 Focus,2020,18999,Automatic,2683,Petrol,145.0,54.3,1.0,Focus
 A6,2016,19990,Semi-Auto,27915,Diesel,30.0,61.4,3.0,Audi
 Corsa,2020,15998,Manual,52,Petrol,150.0,52.3,1.2,Vauxhall
 Focus,2019,17145,Manual,6447,Diesel,145.0,54.3,1.5,Focus
 Mokka,2014,8995,Manual,14678,Petrol,200.0,43.5,1.6,Vauxhall
 C-MAX,2013,6495,Manual,86000,Petrol,30.0,55.4,1.0,Ford
 3 Series,2015,16990,Semi-Auto,29706,Diesel,30.0,62.8,2.0,BMW
 Q2,2017,17991,Manual,16202,Petrol,150.0,52.3,1.4,Audi
 Golf,2015,15498,Manual,32454,Diesel,20.0,67.3,2.0,VW
 Astra,2013,5250,Manual,58988,Diesel,20.0,67.3,1.7,Vauxhall
 Kodiaq,2019,25595,Automatic,13500,Diesel,150.0,42.2,2.0,Skoda
 Focus,2017,11689,Manual,14132,Diesel,0.0,74.3,1.5,Ford
 Sharan,2017,16391,Semi-Auto,47445,Diesel,150.0,54.3,2.0,VW
 Astra,2019,11994,Manual,6557,Petrol,145.0,48.7,1.0,Vauxhall
 Focus,2016,12000,Automatic,14436,Petrol,145.0,54.3,1.5,Focus
 I800,2018,17000,Manual,32000,Diesel,145.0,37.7,2.5,Hyundi
 5 Series,2016,15699,Automatic,30767,Diesel,30.0,62.8,2.0,BMW
 Passat,2009,3685,Manual,114988,Diesel,165.0,50.4,2.0,VW
 E Class,2016,18990,Automatic,25000,Diesel,30.0,65.7,2.0,Merc
 Q3,2016,18000,Manual,31731,Diesel,145.0,52.3,2.0,Audi
 Astra,2017,8497,Manual,23770,Petrol,160.0,47.1,1.4,Vauxhall
 1 Series,2015,11485,Manual,23460,Petrol,300.0,35.3,3.0,BMW
 A Class,2017,14500,Manual,23966,Diesel,145.0,68.9,1.5,Merc
 X5,2019,49995,Semi-Auto,3724,Diesel,145.0,37.7,3.0,BMW
 C Class,2016,17998,Manual,26100,Diesel,20.0,68.9,2.1,Merc
 B Class,2019,25900,Automatic,13682,Diesel,145.0,54.3,2.0,Merc
 Tiguan,2017,19998,Manual,25787,Diesel,125.0,58.9,2.0,VW
 Focus,2019,16998,Manual,23178,Petrol,145.0,60.1,1.0,Ford
 4 Series,2017,15490,Automatic,51000,Diesel,30.0,65.7,2.0,BMW
 Q5,2019,34000,Semi-Auto,5542,Diesel,145.0,38.2,2.0,Audi
 Adam,2017,7500,Manual,21595,Petrol,125.0,53.3,1.2,Vauxhall
 Q3,2020,36950,Semi-Auto,2888,Petrol,150.0,39.2,1.5,Audi
 C Class,2018,21449,Semi-Auto,2684,Petrol,145.0,54.3,1.5,cclass
 Sharan,2019,22650,Automatic,15048,Diesel,145.0,41.5,2.0,VW
 GLC Class,2018,28295,Semi-Auto,15000,Diesel,145.0,56.5,2.1,Merc
 Insignia,2018,14000,Manual,31545,Diesel,145.0,54.3,2.0,Vauxhall
 Polo,2012,6495,Manual,47000,Petrol,125.0,51.4,1.2,VW
 C Class,2018,22500,Semi-Auto,10514,Petrol,145.0,46.3,1.5,Merc
 Kuga,2014,11198,Manual,41711,Diesel,145.0,53.3,2.0,Ford
 Fiesta,2013,7000,Manual,13969,Petrol,30.0,54.3,1.2,Ford
 Corsa,2018,7495,Manual,32145,Petrol,145.0,43.5,1.4,Vauxhall
 X2,2020,34999,Automatic,1217,Diesel,145.0,58.9,2.0,BMW
 Golf,2019,19499,Automatic,9563,Diesel,145.0,54.3,1.6,VW
 I10,2017,7495,Manual,14500,Petrol,145.0,60.1,1.0,Hyundi
 Kuga,2018,17520,Manual,6466,Petrol,145.0,45.6,1.5,Ford
 Santa Fe,2019,33998,Semi-Auto,3122,Diesel,145.0,39.8,2.2,Hyundi
 Yaris,2016,8995,Manual,20305,Petrol,30.0,58.0,1.3,toyota
 Polo,2019,20849,Semi-Auto,3015,Petrol,145.0,39.8,2.0,VW
 Fiesta,2017,9995,Manual,37500,Petrol,0.0,65.7,1.0,Ford
 Shuttle,2018,18998,Manual,24339,Diesel,145.0,47.1,2.0,VW
 Karoq,2018,19989,Automatic,20275,Petrol,150.0,50.4,1.5,Skoda
 Golf,2019,17622,Manual,5347,Petrol,145.0,47.1,1.5,VW
 Golf,2019,20496,Automatic,4350,Diesel,145.0,52.3,2.0,VW
 Scala,2020,22500,Semi-Auto,3000,Petrol,150.0,44.8,1.5,Skoda
 Focus,2019,15510,Manual,7453,Petrol,145.0,54.3,1.0,Focus
 Karoq,2019,22285,Manual,13543,Diesel,150.0,42.8,2.0,Skoda
 GLA Class,2018,21486,Automatic,9659,Diesel,145.0,58.9,2.1,Merc
 A3,2017,19669,Semi-Auto,15361,Petrol,145.0,56.5,1.5,Audi
 Focus,2012,5995,Manual,59000,Petrol,145.0,54.3,1.6,Focus
 Golf,2019,16990,Manual,9461,Petrol,150.0,47.1,1.5,VW
 GL Class,2014,15965,Automatic,34534,Petrol,200.0,42.8,2.0,Merc
 A5,2019,27994,Automatic,6000,Diesel,145.0,48.7,2.0,Audi
 Golf,2019,18995,Manual,8196,Petrol,150.0,44.8,1.5,VW
 Yaris,2019,11790,Manual,10701,Petrol,145.0,47.9,1.5,toyota
 Aygo,2015,6599,Manual,15449,Petrol,0.0,69.0,1.0,toyota
 3 Series,2019,28497,Semi-Auto,9898,Diesel,145.0,49.6,3.0,BMW
 C Class,2011,7995,Automatic,83000,Petrol,235.0,38.2,1.8,Merc
 Focus,2018,13995,Manual,12042,Petrol,145.0,57.7,1.0,Ford
 Fabia,2016,8595,Manual,14561,Petrol,20.0,60.1,1.2,Skoda
 I10,2018,9795,Semi-Auto,32449,Petrol,145.0,47.9,1.2,Hyundi
 I20,2015,7995,Manual,19800,Petrol,30.0,55.4,1.2,Hyundi
 Kuga,2017,14199,Manual,29375,Diesel,145.0,64.2,1.5,Ford
 Q3,2016,18990,Semi-Auto,9106,Diesel,145.0,51.4,2.0,Audi
 Up,2012,5499,Manual,54196,Petrol,20.0,60.1,1.0,VW
 X6,2018,39990,Semi-Auto,7427,Diesel,145.0,40.9,3.0,BMW
 GLC Class,2017,29450,Semi-Auto,32234,Diesel,145.0,56.5,2.1,Merc
 A3,2016,18900,Semi-Auto,31574,Petrol,200.0,42.8,1.8,Audi
 Q3,2017,22491,Semi-Auto,18008,Petrol,150.0,42.2,2.0,Audi
 C Class,2016,15990,Automatic,17000,Petrol,145.0,54.3,2.0,cclass
 Corsa,2016,5694,Manual,36113,Petrol,30.0,55.4,1.4,Vauxhall
 Meriva,2015,5330,Manual,47911,Petrol,145.0,47.1,1.4,Vauxhall
 Corsa,2018,8995,Manual,1695,Petrol,145.0,55.4,1.4,Vauxhall
 Golf,2019,27790,Automatic,10892,Petrol,145.0,32.8,2.0,VW
 C Class,2017,35499,Automatic,10709,Petrol,145.0,54.3,3.0,cclass
 Fiesta,2017,7890,Manual,39876,Petrol,0.0,65.7,1.0,Ford
 Ioniq,2019,17560,Automatic,4581,Hybrid,135.0,78.5,1.6,Hyundi
 C Class,2017,19999,Semi-Auto,27829,Diesel,145.0,54.3,2.1,cclass
 Beetle,2015,9430,Manual,39584,Petrol,200.0,42.8,1.4,VW
 Viva,2019,8295,Manual,2812,Petrol,145.0,46.3,1.0,Vauxhall
 X3,2020,37990,Semi-Auto,6992,Diesel,150.0,54.3,2.0,BMW
 Q2,2019,21395,Manual,5800,Diesel,145.0,47.9,1.6,Audi
 Focus,2017,10990,Manual,37287,Diesel,145.0,54.3,1.5,Focus
 C Class,2019,28660,Automatic,1610,Diesel,145.0,54.3,2.0,cclass
 Polo,2019,15836,Manual,5333,Petrol,145.0,51.4,1.0,VW
 Kodiaq,2020,38990,Automatic,493,Diesel,145.0,34.9,2.0,Skoda
 Prius,2016,18570,Automatic,29234,Hybrid,0.0,85.6,1.8,toyota
 I10,2019,9295,Manual,2000,Petrol,145.0,49.6,1.0,Hyundi
 Zafira,2017,11394,Manual,17793,Petrol,200.0,41.5,1.4,Vauxhall
 Golf SV,2019,19290,Automatic,2722,Petrol,145.0,45.6,1.5,VW
 Focus,2016,8760,Manual,38113,Petrol,20.0,61.4,1.0,Ford
 E Class,2016,19980,Semi-Auto,16383,Diesel,145.0,53.3,3.0,Merc
 Focus,2016,9850,Manual,20764,Diesel,145.0,54.3,1.5,Focus
 Up,2017,6980,Manual,8520,Petrol,145.0,64.2,1.0,VW
 Corsa,2019,11197,Automatic,4702,Petrol,145.0,39.8,1.4,Vauxhall
 Polo,2016,8891,Manual,15750,Petrol,20.0,60.1,1.0,VW
 A3,2015,13240,Manual,54623,Diesel,20.0,67.3,2.0,Audi
 3 Series,2017,15000,Automatic,14173,Petrol,145.0,54.3,1.5,BMW
 Land Cruiser,2020,45950,Automatic,27,Diesel,145.0,30.1,2.8,toyota
 C Class,2015,12590,Semi-Auto,65000,Diesel,150.0,53.3,2.1,Merc
 Corsa,2019,9471,Manual,9944,Petrol,145.0,43.5,1.4,Vauxhall
 Astra,2017,9691,Manual,24393,Petrol,20.0,62.8,1.0,Vauxhall
 Focus,2020,21490,Manual,295,Petrol,145.0,60.1,1.0,Ford
 Q3,2020,32444,Semi-Auto,1445,Petrol,145.0,31.4,2.0,Audi
 I10,2018,9499,Manual,8000,Petrol,150.0,60.1,1.0,Hyundi
 Fiesta,2013,7980,Semi-Auto,37576,Petrol,145.0,47.9,1.6,Ford
 Polo,2017,9822,Manual,24701,Petrol,145.0,60.1,1.0,VW
 C Class,2019,29496,Automatic,6052,Diesel,145.0,54.3,2.0,cclass
 Astra,2018,11999,Manual,5145,Petrol,145.0,61.4,1.0,Vauxhall
 Focus,2017,12995,Manual,12595,Petrol,20.0,60.1,1.0,Ford
 2 Series,2019,21773,Automatic,123,Diesel,145.0,49.6,2.0,BMW
 Up,2019,9750,Manual,2852,Petrol,145.0,54.3,1.0,VW
 A Class,2019,21199,Semi-Auto,4784,Petrol,145.0,53.3,1.3,Merc
 Golf,2017,21990,Automatic,38177,Diesel,150.0,57.7,2.0,VW
 Astra,2017,11700,Manual,11886,Petrol,150.0,51.4,1.4,Vauxhall
 C Class,2017,32995,Automatic,10750,Petrol,260.0,35.3,3.0,Merc
 E Class,2016,20480,Semi-Auto,25837,Diesel,145.0,53.3,3.0,Merc
 GLC Class,2019,29995,Semi-Auto,10007,Petrol,145.0,43.5,2.0,Merc
 C Class,2019,53990,Automatic,2225,Petrol,145.0,54.3,4.0,cclass
 A4,2013,6500,Manual,126580,Diesel,30.0,62.8,2.0,Audi
 Q3,2017,18990,Manual,33666,Petrol,145.0,49.6,1.4,Audi
 E Class,2017,23250,Semi-Auto,7521,Diesel,145.0,61.4,2.0,Merc
 Fiesta,2017,7999,Manual,14748,Petrol,125.0,54.3,1.2,Ford
 Golf,2017,22495,Semi-Auto,21298,Petrol,200.0,39.8,2.0,VW
 A6,2016,18950,Automatic,31931,Diesel,125.0,57.6,2.0,Audi
 Corsa,2019,9700,Manual,2252,Petrol,145.0,43.5,1.4,Vauxhall
 Focus,2017,10200,Manual,43234,Diesel,0.0,74.3,1.5,Ford
 C Class,2012,7990,Automatic,88000,Diesel,145.0,53.3,2.1,Merc
 Crossland X,2018,10899,Manual,4631,Petrol,145.0,54.3,1.2,Vauxhall
 Viva,2019,7995,Manual,6239,Petrol,145.0,46.3,1.0,Vauxhall
 V Class,2018,20498,Manual,23694,Diesel,145.0,46.3,2.1,Merc
 X1,2011,7295,Manual,70760,Diesel,160.0,49.6,2.0,BMW
 Tiguan,2018,20998,Semi-Auto,2315,Diesel,145.0,57.6,2.0,VW
 Q3,2019,30543,Semi-Auto,13433,Petrol,145.0,31.7,2.0,Audi
 Golf,2018,14500,Manual,16068,Petrol,145.0,54.3,1.4,VW
 Fabia,2019,13495,Semi-Auto,13617,Petrol,150.0,60.1,1.0,Skoda
 Aygo,2017,9871,Semi-Auto,5403,Petrol,150.0,67.3,1.0,toyota
 A Class,2016,14038,Manual,27511,Diesel,20.0,72.4,1.5,Merc
